"","x"
"29301",FALSE
"29302",FALSE
"29303",FALSE
"29304",FALSE
"29305",FALSE
"29306",FALSE
"29307",FALSE
"29308",FALSE
"29309",FALSE
"29310",FALSE
"29311",FALSE
"29312",FALSE
"29313",FALSE
"29314",FALSE
"29315",FALSE
"29316",FALSE
"29317",FALSE
"29318",FALSE
"29319",TRUE
"29320",FALSE
"29321",FALSE
"29322",FALSE
"29323",FALSE
"29324",FALSE
"29325",FALSE
"29326",TRUE
"29327",FALSE
"29328",FALSE
"29329",TRUE
"29330",FALSE
"29331",FALSE
"29332",FALSE
"29333",FALSE
"29334",FALSE
"29335",FALSE
"29336",FALSE
"29337",FALSE
"29338",FALSE
"29339",FALSE
"29340",FALSE
"29341",FALSE
"29342",FALSE
"29343",FALSE
"29344",FALSE
"29345",FALSE
"29346",FALSE
"29347",FALSE
"29348",FALSE
"29349",FALSE
"29350",FALSE
"29351",FALSE
"29352",FALSE
"29353",FALSE
"29354",TRUE
"29355",FALSE
"29356",FALSE
"29357",FALSE
"29358",FALSE
"29359",FALSE
"29360",TRUE
"29361",TRUE
"29362",FALSE
"29363",FALSE
"29364",FALSE
"29365",FALSE
"29366",FALSE
"29367",FALSE
"29368",FALSE
"29369",FALSE
"29370",FALSE
"29371",FALSE
"29372",FALSE
"29373",FALSE
"29374",FALSE
"29375",FALSE
"29376",FALSE
"29377",FALSE
"29378",FALSE
"29379",FALSE
"29380",FALSE
"29381",FALSE
"29382",FALSE
"29383",FALSE
"29384",FALSE
"29385",FALSE
"29386",FALSE
"29387",TRUE
"29388",FALSE
"29389",FALSE
"29390",FALSE
"29391",FALSE
"29392",FALSE
"29393",FALSE
"29394",TRUE
"29395",FALSE
"29396",FALSE
"29397",FALSE
"29398",FALSE
"29399",FALSE
"29400",FALSE
"29401",FALSE
"29402",FALSE
"29403",FALSE
"29404",FALSE
"29405",FALSE
"29406",FALSE
"29407",FALSE
"29408",TRUE
"29409",FALSE
"29410",FALSE
"29411",FALSE
"29412",FALSE
"29413",FALSE
"29414",FALSE
"29415",FALSE
"29416",FALSE
"29417",FALSE
"29418",FALSE
"29419",FALSE
"29420",FALSE
"29421",FALSE
"29422",FALSE
"29423",FALSE
"29424",FALSE
"29425",FALSE
"29426",FALSE
"29427",FALSE
"29428",FALSE
"29429",FALSE
"29430",FALSE
"29431",FALSE
"29432",FALSE
"29433",FALSE
"29434",TRUE
"29435",FALSE
"29436",FALSE
"29437",FALSE
"29438",FALSE
"29439",FALSE
"29440",FALSE
"29441",TRUE
"29442",TRUE
"29443",TRUE
"29444",TRUE
"29445",FALSE
"29446",TRUE
"29447",FALSE
"29448",TRUE
"29449",FALSE
"29450",TRUE
"29451",FALSE
"29452",FALSE
"29453",FALSE
"29454",TRUE
"29455",TRUE
"29456",FALSE
"29457",TRUE
"29458",FALSE
"29459",FALSE
"29460",FALSE
"29461",FALSE
"29462",FALSE
"29463",FALSE
"29464",FALSE
"29465",FALSE
"29466",FALSE
"29467",FALSE
"29468",FALSE
"29469",FALSE
"29470",FALSE
"29471",FALSE
"29472",FALSE
"29473",FALSE
"29474",FALSE
"29475",FALSE
"29476",FALSE
"29477",FALSE
"29478",FALSE
"29479",FALSE
"29480",FALSE
"29481",TRUE
"29482",FALSE
"29483",FALSE
"29484",FALSE
"29485",FALSE
"29486",FALSE
"29487",FALSE
"29488",FALSE
"29489",FALSE
"29490",FALSE
"29491",FALSE
"29492",FALSE
"29493",FALSE
"29494",FALSE
"29495",FALSE
"29496",FALSE
"29497",FALSE
"29498",FALSE
"29499",FALSE
"29500",FALSE
"29501",FALSE
"29502",TRUE
"29503",FALSE
"29504",FALSE
"29505",FALSE
"29506",FALSE
"29507",FALSE
"29508",FALSE
"29509",FALSE
"29510",FALSE
"29511",FALSE
"29512",FALSE
"29513",FALSE
"29514",FALSE
"29515",FALSE
"29516",FALSE
"29517",FALSE
"29518",FALSE
"29519",FALSE
"29520",FALSE
"29521",FALSE
"29522",FALSE
"29523",FALSE
"29524",FALSE
"29525",FALSE
"29526",FALSE
"29527",FALSE
"29528",FALSE
"29529",FALSE
"29530",FALSE
"29531",FALSE
"29532",TRUE
"29533",FALSE
"29534",TRUE
"29535",TRUE
"29536",FALSE
"29537",FALSE
"29538",FALSE
"29539",FALSE
"29540",FALSE
"29541",TRUE
"29542",FALSE
"29543",FALSE
"29544",TRUE
"29545",TRUE
"29546",FALSE
"29547",FALSE
"29548",FALSE
"29549",FALSE
"29550",FALSE
"29551",FALSE
"29552",FALSE
"29553",FALSE
"29554",FALSE
"29555",FALSE
"29556",FALSE
"29557",FALSE
"29558",FALSE
"29559",FALSE
"29560",FALSE
"29561",FALSE
"29562",FALSE
"29563",FALSE
"29564",FALSE
"29565",FALSE
"29566",FALSE
"29567",FALSE
"29568",FALSE
"29569",FALSE
"29570",FALSE
"29571",FALSE
"29572",FALSE
"29573",FALSE
"29574",FALSE
"29575",FALSE
"29576",FALSE
"29577",FALSE
"29578",FALSE
"29579",FALSE
"29580",FALSE
"29581",FALSE
"29582",FALSE
"29583",FALSE
"29584",FALSE
"29585",FALSE
"29586",TRUE
"29587",FALSE
"29588",FALSE
"29589",FALSE
"29590",FALSE
"29591",FALSE
"29592",FALSE
"29593",FALSE
"29594",FALSE
"29595",FALSE
"29596",FALSE
"29597",TRUE
"29598",FALSE
"29599",FALSE
"29600",FALSE
"29601",FALSE
"29602",FALSE
"29603",FALSE
"29604",FALSE
"29605",FALSE
"29606",FALSE
"29607",FALSE
"29608",FALSE
"29609",FALSE
"29610",FALSE
"29611",FALSE
"29612",FALSE
"29613",TRUE
"29614",FALSE
"29615",FALSE
"29616",FALSE
"29617",TRUE
"29618",FALSE
"29619",FALSE
"29620",FALSE
"29621",FALSE
"29622",FALSE
"29623",FALSE
"29624",FALSE
"29625",FALSE
"29626",FALSE
"29627",FALSE
"29628",FALSE
"29629",FALSE
"29630",FALSE
"29631",FALSE
"29632",FALSE
"29633",FALSE
"29634",FALSE
"29635",FALSE
"29636",FALSE
"29637",FALSE
"29638",FALSE
"29639",FALSE
"29640",FALSE
"29641",FALSE
"29642",FALSE
"29643",FALSE
"29644",FALSE
"29645",FALSE
"29646",FALSE
"29647",FALSE
"29648",FALSE
"29649",FALSE
"29650",FALSE
"29651",FALSE
"29652",FALSE
"29653",FALSE
"29654",FALSE
"29655",FALSE
"29656",FALSE
"29657",FALSE
"29658",FALSE
"29659",FALSE
"29660",FALSE
"29661",FALSE
"29662",FALSE
"29663",FALSE
"29664",FALSE
"29665",FALSE
"29666",FALSE
"29667",FALSE
"29668",FALSE
"29669",FALSE
"29670",FALSE
"29671",FALSE
"29672",FALSE
"29673",FALSE
"29674",FALSE
"29675",FALSE
"29676",FALSE
"29677",FALSE
"29678",FALSE
"29679",FALSE
"29680",FALSE
"29681",FALSE
"29682",FALSE
"29683",FALSE
"29684",FALSE
"29685",FALSE
"29686",FALSE
"29687",FALSE
"29688",FALSE
"29689",FALSE
"29690",FALSE
"29691",FALSE
"29692",FALSE
"29693",FALSE
"29694",FALSE
"29695",FALSE
"29696",FALSE
"29697",FALSE
"29698",FALSE
"29699",FALSE
"29700",FALSE
"29701",FALSE
"29702",FALSE
"29703",FALSE
"29704",FALSE
"29705",FALSE
"29706",FALSE
"29707",FALSE
"29708",FALSE
"29709",FALSE
"29710",FALSE
"29711",FALSE
"29712",FALSE
"29713",FALSE
"29714",FALSE
"29715",FALSE
"29716",FALSE
"29717",FALSE
"29718",FALSE
"29719",FALSE
"29720",FALSE
"29721",FALSE
"29722",FALSE
"29723",FALSE
"29724",FALSE
"29725",FALSE
"29726",FALSE
"29727",FALSE
"29728",FALSE
"29729",FALSE
"29730",FALSE
"29731",FALSE
"29732",FALSE
"29733",FALSE
"29734",FALSE
"29735",FALSE
"29736",FALSE
"29737",FALSE
"29738",FALSE
"29739",FALSE
"29740",FALSE
"29741",FALSE
"29742",FALSE
"29743",FALSE
"29744",FALSE
"29745",FALSE
"29746",FALSE
"29747",FALSE
"29748",FALSE
"29749",FALSE
"29750",FALSE
"29751",FALSE
"29752",FALSE
"29753",FALSE
"29754",FALSE
"29755",FALSE
"29756",FALSE
"29757",FALSE
"29758",FALSE
"29759",FALSE
"29760",FALSE
"29761",FALSE
"29762",FALSE
"29763",FALSE
"29764",FALSE
"29765",FALSE
"29766",FALSE
"29767",FALSE
"29768",FALSE
"29769",FALSE
"29770",FALSE
"29771",FALSE
"29772",FALSE
"29773",FALSE
"29774",FALSE
"29775",FALSE
"29776",FALSE
"29777",FALSE
"29778",FALSE
"29779",FALSE
"29780",FALSE
"29781",FALSE
"29782",FALSE
"29783",FALSE
"29784",FALSE
"29785",FALSE
"29786",FALSE
"29787",FALSE
"29788",FALSE
"29789",FALSE
"29790",FALSE
"29791",FALSE
"29792",FALSE
"29793",FALSE
"29794",FALSE
"29795",FALSE
"29796",FALSE
"29797",FALSE
"29798",FALSE
"29799",FALSE
"29800",FALSE
"29801",FALSE
"29802",FALSE
"29803",FALSE
"29804",FALSE
"29805",FALSE
"29806",FALSE
"29807",FALSE
"29808",FALSE
"29809",FALSE
"29810",FALSE
"29811",FALSE
"29812",FALSE
"29813",FALSE
"29814",FALSE
"29815",FALSE
"29816",FALSE
"29817",FALSE
"29818",FALSE
"29819",FALSE
"29820",FALSE
"29821",FALSE
"29822",FALSE
"29823",FALSE
"29824",FALSE
"29825",FALSE
"29826",FALSE
"29827",FALSE
"29828",FALSE
"29829",FALSE
"29830",FALSE
"29831",FALSE
"29832",FALSE
"29833",FALSE
"29834",FALSE
"29835",FALSE
"29836",FALSE
"29837",FALSE
"29838",FALSE
"29839",FALSE
"29840",FALSE
"29841",FALSE
"29842",FALSE
"29843",FALSE
"29844",FALSE
"29845",FALSE
"29846",FALSE
"29847",FALSE
"29848",FALSE
"29849",FALSE
"29850",FALSE
"29851",FALSE
"29852",FALSE
"29853",FALSE
"29854",FALSE
"29855",FALSE
"29856",FALSE
"29857",FALSE
"29858",FALSE
"29859",FALSE
"29860",FALSE
"29861",FALSE
"29862",FALSE
"29863",FALSE
"29864",FALSE
"29865",FALSE
"29866",FALSE
"29867",FALSE
"29868",FALSE
"29869",FALSE
"29870",FALSE
"29871",FALSE
"29872",FALSE
"29873",FALSE
"29874",FALSE
"29875",FALSE
"29876",FALSE
"29877",FALSE
"29878",FALSE
"29879",FALSE
"29880",FALSE
"29881",FALSE
"29882",FALSE
"29883",FALSE
"29884",FALSE
"29885",FALSE
"29886",FALSE
"29887",FALSE
"29888",FALSE
"29889",FALSE
"29890",FALSE
"29891",FALSE
"29892",FALSE
"29893",FALSE
"29894",FALSE
"29895",FALSE
"29896",FALSE
"29897",FALSE
"29898",FALSE
"29899",FALSE
"29900",FALSE
"29901",FALSE
"29902",FALSE
"29903",FALSE
"29904",FALSE
"29905",FALSE
"29906",FALSE
"29907",FALSE
"29908",FALSE
"29909",FALSE
"29910",FALSE
"29911",FALSE
"29912",FALSE
"29913",FALSE
"29914",FALSE
"29915",FALSE
"29916",FALSE
"29917",FALSE
"29918",FALSE
"29919",FALSE
"29920",FALSE
"29921",FALSE
"29922",FALSE
"29923",FALSE
"29924",FALSE
"29925",FALSE
"29926",FALSE
"29927",FALSE
"29928",FALSE
"29929",FALSE
"29930",FALSE
"29931",FALSE
"29932",FALSE
"29933",FALSE
"29934",FALSE
"29935",FALSE
"29936",FALSE
"29937",FALSE
"29938",FALSE
"29939",FALSE
"29940",FALSE
"29941",FALSE
"29942",FALSE
"29943",FALSE
"29944",FALSE
"29945",FALSE
"29946",FALSE
"29947",FALSE
"29948",FALSE
"29949",FALSE
"29950",FALSE
"29951",FALSE
"29952",FALSE
"29953",FALSE
"29954",FALSE
"29955",FALSE
"29956",FALSE
"29957",FALSE
"29958",TRUE
"29959",FALSE
"29960",FALSE
"29961",FALSE
"29962",FALSE
"29963",FALSE
"29964",FALSE
"29965",FALSE
"29966",FALSE
"29967",FALSE
"29968",FALSE
"29969",FALSE
"29970",FALSE
"29971",FALSE
"29972",FALSE
"29973",FALSE
"29974",FALSE
"29975",FALSE
"29976",FALSE
"29977",FALSE
"29978",FALSE
"29979",FALSE
"29980",FALSE
"29981",FALSE
"29982",FALSE
"29983",FALSE
"29984",FALSE
"29985",FALSE
"29986",FALSE
"29987",FALSE
"29988",FALSE
"29989",FALSE
"29990",FALSE
"29991",FALSE
"29992",FALSE
"29993",FALSE
"29994",FALSE
"29995",FALSE
"29996",FALSE
"29997",FALSE
"29998",FALSE
"29999",FALSE
"30000",FALSE
"30001",FALSE
"30002",FALSE
"30003",FALSE
"30004",FALSE
"30005",FALSE
"30006",FALSE
"30007",FALSE
"30008",FALSE
"30009",FALSE
"30010",FALSE
"30011",FALSE
"30012",FALSE
"30013",FALSE
"30014",FALSE
"30015",FALSE
"30016",FALSE
"30017",FALSE
"30018",FALSE
"30019",FALSE
"30020",FALSE
"30021",FALSE
"30022",FALSE
"30023",FALSE
"30024",FALSE
"30025",FALSE
"30026",FALSE
"30027",FALSE
"30028",FALSE
"30029",FALSE
"30030",FALSE
"30031",FALSE
"30032",FALSE
"30033",FALSE
"30034",FALSE
"30035",FALSE
"30036",FALSE
"30037",FALSE
"30038",FALSE
"30039",FALSE
"30040",FALSE
"30041",FALSE
"30042",FALSE
"30043",TRUE
"30044",FALSE
"30045",FALSE
"30046",FALSE
"30047",FALSE
"30048",FALSE
"30049",FALSE
"30050",FALSE
"30051",FALSE
"30052",FALSE
"30053",FALSE
"30054",FALSE
"30055",FALSE
"30056",FALSE
"30057",FALSE
"30058",FALSE
"30059",FALSE
"30060",FALSE
"30061",FALSE
"30062",FALSE
"30063",FALSE
"30064",FALSE
"30065",FALSE
"30066",FALSE
"30067",FALSE
"30068",FALSE
"30069",FALSE
"30070",FALSE
"30071",FALSE
"30072",FALSE
"30073",FALSE
"30074",FALSE
"30075",FALSE
"30076",FALSE
"30077",FALSE
"30078",FALSE
"30079",FALSE
"30080",FALSE
"30081",FALSE
"30082",TRUE
"30083",FALSE
"30084",FALSE
"30085",FALSE
"30086",FALSE
"30087",FALSE
"30088",FALSE
"30089",FALSE
"30090",FALSE
"30091",FALSE
"30092",FALSE
"30093",FALSE
"30094",FALSE
"30095",FALSE
"30096",FALSE
"30097",FALSE
"30098",FALSE
"30099",FALSE
"30100",FALSE
"30101",FALSE
"30102",FALSE
"30103",FALSE
"30104",FALSE
"30105",FALSE
"30106",FALSE
"30107",FALSE
"30108",FALSE
"30109",FALSE
"30110",FALSE
"30111",FALSE
"30112",FALSE
"30113",FALSE
"30114",FALSE
"30115",FALSE
"30116",FALSE
"30117",FALSE
"30118",FALSE
"30119",TRUE
"30120",FALSE
"30121",FALSE
"30122",FALSE
"30123",FALSE
"30124",FALSE
"30125",FALSE
"30126",FALSE
"30127",FALSE
"30128",FALSE
"30129",FALSE
"30130",FALSE
"30131",FALSE
"30132",FALSE
"30133",FALSE
"30134",FALSE
"30135",FALSE
"30136",FALSE
"30137",FALSE
"30138",FALSE
"30139",FALSE
"30140",FALSE
"30141",FALSE
"30142",FALSE
"30143",FALSE
"30144",TRUE
"30145",FALSE
"30146",FALSE
"30147",FALSE
"30148",FALSE
"30149",FALSE
"30150",FALSE
"30151",FALSE
"30152",FALSE
"30153",FALSE
"30154",FALSE
"30155",FALSE
"30156",TRUE
"30157",FALSE
"30158",FALSE
"30159",TRUE
"30160",FALSE
"30161",FALSE
"30162",FALSE
"30163",FALSE
"30164",TRUE
"30165",FALSE
"30166",TRUE
"30167",FALSE
"30168",FALSE
"30169",FALSE
"30170",FALSE
"30171",FALSE
"30172",FALSE
"30173",FALSE
"30174",FALSE
"30175",FALSE
"30176",FALSE
"30177",FALSE
"30178",FALSE
"30179",FALSE
"30180",FALSE
"30181",FALSE
"30182",FALSE
"30183",FALSE
"30184",FALSE
"30185",FALSE
"30186",FALSE
"30187",FALSE
"30188",FALSE
"30189",FALSE
"30190",FALSE
"30191",FALSE
"30192",FALSE
"30193",FALSE
"30194",FALSE
"30195",FALSE
"30196",FALSE
"30197",FALSE
"30198",FALSE
"30199",FALSE
"30200",FALSE
"30201",FALSE
"30202",FALSE
"30203",FALSE
"30204",FALSE
"30205",FALSE
"30206",TRUE
"30207",FALSE
"30208",FALSE
"30209",TRUE
"30210",FALSE
"30211",FALSE
"30212",FALSE
"30213",FALSE
"30214",FALSE
"30215",FALSE
"30216",FALSE
"30217",FALSE
"30218",FALSE
"30219",FALSE
"30220",FALSE
"30221",FALSE
"30222",FALSE
"30223",FALSE
"30224",FALSE
"30225",FALSE
"30226",FALSE
"30227",FALSE
"30228",FALSE
"30229",FALSE
"30230",FALSE
"30231",FALSE
"30232",TRUE
"30233",FALSE
"30234",FALSE
"30235",FALSE
"30236",FALSE
"30237",FALSE
"30238",FALSE
"30239",FALSE
"30240",TRUE
"30241",FALSE
"30242",FALSE
"30243",FALSE
"30244",FALSE
"30245",FALSE
"30246",TRUE
"30247",FALSE
"30248",FALSE
"30249",FALSE
"30250",FALSE
"30251",FALSE
"30252",FALSE
"30253",FALSE
"30254",FALSE
"30255",FALSE
"30256",FALSE
"30257",FALSE
"30258",FALSE
"30259",FALSE
"30260",FALSE
"30261",FALSE
"30262",FALSE
"30263",TRUE
"30264",FALSE
"30265",FALSE
"30266",FALSE
"30267",TRUE
"30268",FALSE
"30269",FALSE
"30270",FALSE
"30271",FALSE
"30272",FALSE
"30273",FALSE
"30274",FALSE
"30275",FALSE
"30276",FALSE
"30277",FALSE
"30278",FALSE
"30279",FALSE
"30280",FALSE
"30281",FALSE
"30282",FALSE
"30283",FALSE
"30284",FALSE
"30285",FALSE
"30286",FALSE
"30287",FALSE
"30288",FALSE
"30289",FALSE
"30290",TRUE
"30291",FALSE
"30292",FALSE
"30293",FALSE
"30294",FALSE
"30295",FALSE
"30296",FALSE
"30297",FALSE
"30298",FALSE
"30299",FALSE
"30300",FALSE
"30301",FALSE
"30302",FALSE
"30303",FALSE
"30304",FALSE
"30305",FALSE
"30306",FALSE
"30307",FALSE
"30308",FALSE
"30309",FALSE
"30310",FALSE
"30311",FALSE
"30312",FALSE
"30313",FALSE
"30314",FALSE
"30315",FALSE
"30316",FALSE
"30317",FALSE
"30318",FALSE
"30319",FALSE
"30320",FALSE
"30321",FALSE
"30322",FALSE
"30323",FALSE
"30324",FALSE
"30325",FALSE
"30326",FALSE
"30327",FALSE
"30328",FALSE
"30329",FALSE
"30330",FALSE
"30331",FALSE
"30332",FALSE
"30333",FALSE
"30334",FALSE
"30335",FALSE
"30336",FALSE
"30337",FALSE
"30338",FALSE
"30339",FALSE
"30340",FALSE
"30341",FALSE
"30342",FALSE
"30343",FALSE
"30344",FALSE
"30345",FALSE
"30346",FALSE
"30347",FALSE
"30348",FALSE
"30349",FALSE
"30350",FALSE
"30351",FALSE
"30352",FALSE
"30353",FALSE
"30354",FALSE
"30355",FALSE
"30356",FALSE
"30357",FALSE
"30358",FALSE
"30359",FALSE
"30360",FALSE
"30361",FALSE
"30362",FALSE
"30363",FALSE
"30364",FALSE
"30365",FALSE
"30366",FALSE
"30367",FALSE
"30368",FALSE
"30369",FALSE
"30370",FALSE
"30371",FALSE
"30372",FALSE
"30373",FALSE
"30374",FALSE
"30375",FALSE
"30376",FALSE
"30377",FALSE
"30378",FALSE
"30379",FALSE
"30380",FALSE
"30381",FALSE
"30382",FALSE
"30383",FALSE
"30384",FALSE
"30385",FALSE
"30386",FALSE
"30387",FALSE
"30388",FALSE
"30389",FALSE
"30390",FALSE
"30391",FALSE
"30392",FALSE
"30393",FALSE
"30394",FALSE
"30395",FALSE
"30396",FALSE
"30397",FALSE
"30398",FALSE
"30399",TRUE
"30400",FALSE
"30401",FALSE
"30402",FALSE
"30403",FALSE
"30404",FALSE
"30405",FALSE
"30406",FALSE
"30407",FALSE
"30408",FALSE
"30409",FALSE
"30410",FALSE
"30411",FALSE
"30412",FALSE
"30413",FALSE
"30414",FALSE
"30415",FALSE
"30416",FALSE
"30417",FALSE
"30418",FALSE
"30419",FALSE
"30420",FALSE
"30421",FALSE
"30422",FALSE
"30423",FALSE
"30424",FALSE
"30425",FALSE
"30426",FALSE
"30427",FALSE
"30428",FALSE
"30429",FALSE
"30430",FALSE
"30431",FALSE
"30432",FALSE
"30433",FALSE
"30434",FALSE
"30435",FALSE
"30436",FALSE
"30437",FALSE
"30438",FALSE
"30439",FALSE
"30440",FALSE
"30441",FALSE
"30442",FALSE
"30443",FALSE
"30444",FALSE
"30445",FALSE
"30446",FALSE
"30447",FALSE
"30448",FALSE
"30449",FALSE
"30450",FALSE
"30451",FALSE
"30452",FALSE
"30453",FALSE
"30454",FALSE
"30455",FALSE
"30456",FALSE
"30457",FALSE
"30458",FALSE
"30459",FALSE
"30460",FALSE
"30461",FALSE
"30462",FALSE
"30463",FALSE
"30464",TRUE
"30465",FALSE
"30466",FALSE
"30467",FALSE
"30468",FALSE
"30469",FALSE
"30470",FALSE
"30471",FALSE
"30472",FALSE
"30473",FALSE
"30474",FALSE
"30475",FALSE
"30476",FALSE
"30477",FALSE
"30478",FALSE
"30479",FALSE
"30480",FALSE
"30481",TRUE
"30482",FALSE
"30483",FALSE
"30484",FALSE
"30485",FALSE
"30486",FALSE
"30487",FALSE
"30488",FALSE
"30489",FALSE
"30490",FALSE
"30491",FALSE
"30492",FALSE
"30493",FALSE
"30494",FALSE
"30495",FALSE
"30496",FALSE
"30497",FALSE
"30498",FALSE
"30499",FALSE
"30500",FALSE
"30501",FALSE
"30502",FALSE
"30503",FALSE
"30504",FALSE
"30505",FALSE
"30506",FALSE
"30507",FALSE
"30508",FALSE
"30509",FALSE
"30510",FALSE
"30511",FALSE
"30512",FALSE
"30513",FALSE
"30514",FALSE
"30515",TRUE
"30516",FALSE
"30517",FALSE
"30518",FALSE
"30519",FALSE
"30520",FALSE
"30521",FALSE
"30522",FALSE
"30523",FALSE
"30524",FALSE
"30525",FALSE
"30526",FALSE
"30527",FALSE
"30528",FALSE
"30529",FALSE
"30530",FALSE
"30531",FALSE
"30532",FALSE
"30533",FALSE
"30534",FALSE
"30535",FALSE
"30536",FALSE
"30537",FALSE
"30538",FALSE
"30539",FALSE
"30540",FALSE
"30541",FALSE
"30542",FALSE
"30543",FALSE
"30544",FALSE
"30545",FALSE
"30546",FALSE
"30547",FALSE
"30548",FALSE
"30549",FALSE
"30550",FALSE
"30551",FALSE
"30552",FALSE
"30553",FALSE
"30554",FALSE
"30555",FALSE
"30556",FALSE
"30557",FALSE
"30558",FALSE
"30559",FALSE
"30560",FALSE
"30561",FALSE
"30562",FALSE
"30563",FALSE
"30564",FALSE
"30565",FALSE
"30566",FALSE
"30567",FALSE
"30568",FALSE
"30569",FALSE
"30570",FALSE
"30571",FALSE
"30572",FALSE
"30573",FALSE
"30574",FALSE
"30575",FALSE
"30576",FALSE
"30577",FALSE
"30578",FALSE
"30579",FALSE
"30580",FALSE
"30581",FALSE
"30582",FALSE
"30583",FALSE
"30584",FALSE
"30585",FALSE
"30586",FALSE
"30587",FALSE
"30588",FALSE
"30589",FALSE
"30590",FALSE
"30591",FALSE
"30592",FALSE
"30593",FALSE
"30594",FALSE
"30595",FALSE
"30596",FALSE
"30597",FALSE
"30598",FALSE
"30599",FALSE
"30600",FALSE
"30601",FALSE
"30602",FALSE
"30603",FALSE
"30604",FALSE
"30605",FALSE
"30606",FALSE
"30607",FALSE
"30608",FALSE
"30609",FALSE
"30610",FALSE
"30611",FALSE
"30612",FALSE
"30613",FALSE
"30614",FALSE
"30615",FALSE
"30616",FALSE
"30617",FALSE
"30618",FALSE
"30619",FALSE
"30620",FALSE
"30621",FALSE
"30622",FALSE
"30623",FALSE
"30624",FALSE
"30625",FALSE
"30626",FALSE
"30627",FALSE
"30628",FALSE
"30629",FALSE
"30630",FALSE
"30631",FALSE
"30632",FALSE
"30633",FALSE
"30634",FALSE
"30635",FALSE
"30636",FALSE
"30637",FALSE
"30638",FALSE
"30639",FALSE
"30640",FALSE
"30641",FALSE
"30642",FALSE
"30643",FALSE
"30644",FALSE
"30645",FALSE
"30646",FALSE
"30647",FALSE
"30648",FALSE
"30649",FALSE
"30650",FALSE
"30651",FALSE
"30652",FALSE
"30653",FALSE
"30654",FALSE
"30655",FALSE
"30656",FALSE
"30657",FALSE
"30658",FALSE
"30659",FALSE
"30660",FALSE
"30661",FALSE
"30662",FALSE
"30663",FALSE
"30664",FALSE
"30665",FALSE
"30666",FALSE
"30667",FALSE
"30668",FALSE
"30669",FALSE
"30670",FALSE
"30671",FALSE
"30672",FALSE
"30673",FALSE
"30674",FALSE
"30675",FALSE
"30676",FALSE
"30677",FALSE
"30678",FALSE
"30679",FALSE
"30680",FALSE
"30681",FALSE
"30682",FALSE
"30683",FALSE
"30684",FALSE
"30685",FALSE
"30686",FALSE
"30687",FALSE
"30688",FALSE
"30689",FALSE
"30690",FALSE
"30691",FALSE
"30692",FALSE
"30693",FALSE
"30694",FALSE
"30695",FALSE
"30696",FALSE
"30697",FALSE
"30698",FALSE
"30699",FALSE
"30700",FALSE
"30701",FALSE
"30702",FALSE
"30703",FALSE
"30704",FALSE
"30705",FALSE
"30706",FALSE
"30707",FALSE
"30708",FALSE
"30709",FALSE
"30710",FALSE
"30711",FALSE
"30712",FALSE
"30713",FALSE
"30714",FALSE
"30715",FALSE
"30716",FALSE
"30717",FALSE
"30718",FALSE
"30719",FALSE
"30720",FALSE
"30721",FALSE
"30722",FALSE
"30723",FALSE
"30724",FALSE
"30725",FALSE
"30726",FALSE
"30727",FALSE
"30728",FALSE
"30729",FALSE
"30730",FALSE
"30731",FALSE
"30732",FALSE
"30733",FALSE
"30734",FALSE
"30735",FALSE
"30736",FALSE
"30737",FALSE
"30738",FALSE
"30739",FALSE
"30740",FALSE
"30741",FALSE
"30742",FALSE
"30743",FALSE
"30744",FALSE
"30745",FALSE
"30746",FALSE
"30747",FALSE
"30748",FALSE
"30749",FALSE
"30750",FALSE
"30751",FALSE
"30752",FALSE
"30753",FALSE
"30754",FALSE
"30755",FALSE
"30756",FALSE
"30757",FALSE
"30758",FALSE
"30759",FALSE
"30760",FALSE
"30761",FALSE
"30762",FALSE
"30763",FALSE
"30764",FALSE
"30765",FALSE
"30766",FALSE
"30767",FALSE
"30768",FALSE
"30769",FALSE
"30770",FALSE
"30771",FALSE
"30772",FALSE
"30773",FALSE
"30774",FALSE
"30775",FALSE
"30776",FALSE
"30777",FALSE
"30778",FALSE
"30779",FALSE
"30780",FALSE
"30781",FALSE
"30782",FALSE
"30783",FALSE
"30784",FALSE
"30785",FALSE
"30786",FALSE
"30787",FALSE
"30788",FALSE
"30789",FALSE
"30790",FALSE
"30791",FALSE
"30792",FALSE
"30793",FALSE
"30794",FALSE
"30795",FALSE
"30796",FALSE
"30797",FALSE
"30798",FALSE
"30799",FALSE
"30800",FALSE
"30801",FALSE
"30802",FALSE
"30803",FALSE
"30804",FALSE
"30805",FALSE
"30806",FALSE
"30807",FALSE
"30808",FALSE
"30809",FALSE
"30810",FALSE
"30811",FALSE
"30812",FALSE
"30813",FALSE
"30814",FALSE
"30815",FALSE
"30816",FALSE
"30817",FALSE
"30818",FALSE
"30819",FALSE
"30820",FALSE
"30821",FALSE
"30822",FALSE
"30823",FALSE
"30824",FALSE
"30825",FALSE
"30826",FALSE
"30827",FALSE
"30828",FALSE
"30829",FALSE
"30830",FALSE
"30831",FALSE
"30832",FALSE
"30833",FALSE
"30834",FALSE
"30835",FALSE
"30836",FALSE
"30837",FALSE
"30838",FALSE
"30839",FALSE
"30840",FALSE
"30841",FALSE
"30842",FALSE
"30843",FALSE
"30844",FALSE
"30845",FALSE
"30846",FALSE
"30847",FALSE
"30848",FALSE
"30849",FALSE
"30850",FALSE
"30851",FALSE
"30852",FALSE
"30853",FALSE
"30854",FALSE
"30855",FALSE
