"","ASV","CAZy"
"121","014df9fe1ea26f69886fdf906a357eb4",8.77777777777778
"122","014f787aad2075307d98a4489ca0b218",26
"123","01505c85c3b1503d5dc558c08dc55f0f",82.6521739130435
"124","015212599c113c7252feb5810083a0a8",23.984126984127
"125","0156c04363a2d286955e0ab705dc24b2",6.5
"126","0157a1ed135f7620d48b6af0848acbf3",15.5
"127","015dad1fafca90944d905beb2a980bc3",12.1333333333333
"128","016562c54e0aee0449751234e5558d36",57.5
"129","0165c0770ff778235210548ac7027a11",24.1687979539642
"130","01673dba03a652603fc6089677b7325a",146
"131","01677752b1ecceb552fd3cb185a26bdb",56.8333333333333
"132","01685730bada0fc67607532b92187cb6",24.0614035087719
"133","016af7d77dad6b046713f610144eeb93",44.3333333333333
"134","016bc60e97202639698e1fd058d31998",31.7142857142857
"135","016bda86fd898c70460765d0ef388978",84
"136","0171462146cb17b7a0945e1af10047b6",34.4787234042553
"137","017721b72a7f449b0a419de0dfbe48ee",28.5
"138","017ed426579958f230435b257f26e9b4",19
"139","0184ea582aa74b358364aa21be278f2e",36.3333333333333
"140","01874a5f6a88aa5196a4c6d1db4d910d",11.8620689655172
"141","0188a43dbbc30a100d15ddd9f100fdae",43
"142","0189546131db01299f4ea2ef5206f4fd",71.7
"143","0193d57d94b310719955615145683fb6",21
"144","019421ba7cdb0ba690c5d1ac0b802876",49
"145","019975b729538de6d742677ec3060c8a",34.6521739130435
"146","019a419a08561d4ad9033b9f7e914a1f",33.9102564102564
"147","019a6cf679dede6a0dd4aed6acd4b4df",44.3333333333333
"148","019b73bcb5c1efa724c1b562dd1a51bc",29
"149","01a0804b9d00f3be432fdf5789fdb364",41.5
"150","01a1f21c3aa65e58c61e1006eae24437",17.625
"151","01a45228f5cbd530f86a6755cb3cbb2c",59.3333333333333
"152","01b308c6394a6af3fc03ac301c5067c9",87.6666666666667
"153","01b44bcaac0b01e2a415bcf697bb8371",19
"154","01b6f3f98a6524be86692ff63633f7b3",34.4787234042553
"155","01ba8a8e3ce48e57190178bd3b9ee97e",18
"156","01be14dbf41eea2764dedb6b060dfd37",6
"157","01c58bf9c5819832b6c88a685e692aec",92.1463414634146
"158","01c6ced840d13011d63f8fec7b016e76",23.8820224719101
"159","01c8ac4e615a6d860e101b6ec6704c99",22.1509433962264
"160","01cabd74b60af6a7f369e502537683d3",35
"161","01cc2516697cf1b59d3bdcdc881c233e",59
"162","01cd1150cc6a3576061d86e459109c8a",44.3333333333333
"163","01d1a2b3d592e28c304ec6f724c6b863",27.9230769230769
"164","01d30ca4e6315bc93d8d3578fc5d0bac",21.9
"165","01d44e53c65a9b77311d26342182e43c",16
"166","01d7a8b62113bab0bf4f50c8081f9436",35
"167","01dc3a3d499f6009f5fa927a50a57dc7",21.8811881188119
"168","01dc5ee9103835da16c625cf4aeb2050",34.8068181818182
"169","01dee1e0cf340213d78a36126502f780",40
"170","01ef0bcae5a250dea69d716261dcd898",14.5
"171","01f14fc242f9206340c8a83e21cb9b94",53
"172","01f2c45ff9c0e4bc3230ed883b56e567",100.8
"173","01f57b75c1d1635c7bea09a60629b589",44.3333333333333
"174","01fc80e8c253fab9dd0b04ef02019eae",10
"175","01fec14d65c15b5dd3db92ef284abe7d",59.75
"176","01ffc45940df832c1757804df1536493",46
"177","0200f6b1f2a061f4de6bdf99be9debcf",23.8523676880223
"178","020407e84fe362278897c47daf3edfee",44.3333333333333
"179","0209f640c8ef4d6d2c6049d6ea277005",70
"180","020c45b530d5ee410924b2376e7a5972",24
"181","020efc2a5ee8f17d74a33318d5a5b3ab",35.0588235294118
"182","020f95401c957211a6de4ed069563b68",10.1296296296296
"183","02125f9ec5134e17794f204f4f7c0698",40
"184","0212aa06c5fc7cc10bb053b18e6b2d56",28.5
"185","0214b1e60e1b650715c53057a521a991",69.8390804597701
"186","0214cf550d84589b8fb5ec5d3bdd6963",22.1037735849057
"187","02157723daf59c02d8b33c0eb6d393ce",50.3333333333333
"188","02162e21318e79f865cd5b39094b28d3",26.5
"189","021671b7ee06fbe170f76021c9cd9c96",57.5
"190","0219836a9d8b7fc00031f61a3dae30d7",91.6666666666667
"191","021a054f9b4b751d2c1a3ef5fbdef574",34.4787234042553
"192","021ad2d6095ce74998a13276588c7e68",54
"193","021c5508cc0a176b8f550d79a56631f2",26.5454545454545
"194","021d60081e25fe62ed1054e7f124ce35",30
"195","021d92bb9a641c9535fd6c30b02642d7",41.5
"196","02204e3c05716c062949f6d6f455ecf4",17.3333333333333
"197","02215af727c23ed49720159526ff2077",24.1904761904762
"198","022681f97b709edc21cdeaf0e010ad63",46
"199","0227cafb61d5bc66dfb811b4d1938350",40
"200","022b851c8bf50917781b9df41c6feb71",19.3333333333333
"201","022f929b85e9e3e7adbc51c3184168dc",23.5
"202","0231905dfd24655c2b3598ba75846832",22.625
"203","0233d2ca921acc6f600c18681197429f",44.3333333333333
"204","023508b3d98703578691529c14d1aab2",22.9090909090909
"205","0235ddbd6deb0efaa40654a68caa8589",14
"206","0237220195ba876ea5e7ab4bc1276dee",57
"207","023d5b70cbac3c0db4e8e8ed26066bcc",51
"208","02443e3d6bc586604fce92d8c06a0799",22.3157894736842
"209","024a1704b3c0b5ecfb20e25bbca68082",28.3684210526316
"210","024bea11fb557ee2e28f3c94e0fa1fc0",41.8181818181818
"211","0251ac87a863aaea4a2abdc059b27cc5",23.6
"212","0252fe53cab67febdfe993949aafa32f",27.8
"213","0257df5ce232ff8a46974cb959347ab4",90.54
"214","025d0b35f373518df10cc2fa1d9b4c32",19.3488372093023
"215","025d7798277974b0a5000df62f35a482",44.3333333333333
"216","0261eef5f2080c5bf05416d65f7ccfcf",69
"217","0264801e757e1430435b7e7b43f36d7c",64
"218","02690ee1bf8679385e99a5427bbd0aef",41.5
"219","0269a4e02a60bef20af16087e652de50",10
"220","027b19b7ec0cd0d6fbe9184dcc3f423b",15.5
"221","027b19c995133cebee01bfc6c72a263c",44
"222","027c953a2ac81f360bf3172b97bbf841",28
"223","027d2837522e9d886c5114d35d2f8af8",13
"224","027d425e8d121c2a2ed57abb2af554dc",35
"225","0288704302a73116193bd86b8b17a3f6",37.6666666666667
"226","028b5f86aca599ecc4655c28389a26b6",21.9861111111111
"227","0293e7dd77aa94e17e4d7d07cf8a2049",21.8509615384615
"228","029675e82d7029ed950548ccf686d39c",66.551724137931
"229","029dd32ff802446ed69aec1226f4e7be",12.25
"230","029f041eac3b8efc2c38d6653a49b29c",26
"231","02a02658902b6f99ee171021ea05b76d",164.333333333333
"232","02a1a17d7db41bba1cbc5bd98b8b0c17",63.5
"233","02a49bd201cf17b55f833c0c4f78490c",26.5454545454545
"234","02ab50374da1ccc86aefa1aa0f2a98cd",18
"235","02adf5bb500000954ca0eea17ae80399",52
"236","02b70287fa3b93b5a68b28e86b043439",22.1354166666667
"237","02b74bb3545aa712b83076c087204539",42
"238","02ba5c61a9e1be76c889a64afcc8f299",23.5
"239","02bd5fe216e61fc459bbf84f0302e823",18
"240","02be9a064b4486fcd5c1b65fc66feec2",18
"241","02bf64b962f283f433b016860c33638f",38
"242","02c22eecc19abfe3531d8daac4143abd",9.40909090909091
"243","02c59af0d7b7e54d921ad5d795d696dd",86.2280701754386
"244","02c710719d072780ad44619125465cf7",28
"245","02c9c4d46cd0a98a9b7dd08921102f09",28
"246","02d0b8f0ec925905aa1a19972e5b451b",19.3333333333333
"247","02d0d610214d3f4f5a583db922fe10ef",14.4
"248","02d129e91dd1a40af45f4e3b4c5ec042",36.8823529411765
"249","02d42eaa8cb5b65996d18be6c2bb9d1a",28.6666666666667
"250","02d4649a70eabc4cb8a6dfff89240b97",56.8333333333333
"251","02d46aa1097e3c2e1c4d243392c60c9b",24.1522388059701
"252","02d9abd33b693cd902ac276fb2f14c79",21.9326599326599
"253","02dfc0f58f0a60b9f3f7366e348113ad",23.3333333333333
"254","02e00dccfe46f666599c2e8ee181b3a9",44.3333333333333
"255","02e34d2e52d1451727750ebb8fb82594",195.5
"256","02e8020ee4564ca37a327cb657bc30b7",42.2857142857143
"257","02eb04bac2c29e78d43ecddbeaf90f21",60.25
"258","02edbc36f5e5edf8faed625925264990",78
"259","02f4ba38c8cb54d62cfe557757f5d9c7",19.3333333333333
"260","02f575690199650b99e921b1a7449c5a",18
"261","02f60f793fcb904529c3ea6389a3d2f8",44.3333333333333
"262","02f7e459415fee49a3231499b3f0d781",23.8385269121813
"263","02f97e713aac856e8a5589478964afe1",72.5408163265306
"264","02fa160f3586360b09c00c7180a9f58b",17.3076923076923
"265","02fa780ab769a2fbe95fa8b155f3a60d",18
"266","02fbdfc06c1293c05018c81371bee330",37.875
"267","02fd8791aa5ed1f64f9409172499c250",49.9
"268","03007a4264855af00745a66d5bb53c7e",73.4020618556701
"269","03090d8258e11d264dfe5723e2ded390",55
"270","0309b9fb254fc255f85c0034bae1fc4e",45
"271","030f8d370a3de5d6210ff5eebe1214c6",24.1656976744186
"272","0311935fa2773f3d914e165e40389dce",109
"273","0312f2cf318f3c8f2df60ad173c7e2f5",18.6666666666667
"274","0314cc619ced50c8024c91e84e86598c",26.8333333333333
"275","0316483ed48c2d5e1b7e4a074e727778",38.6666666666667
"276","031c77ced0c794ac8dae1570a4754313",21.9238578680203
"277","032043a2bfbd9baebd99882640e6b16a",57.5
"278","0321245cb7775078d1985c442cf9e76e",39.9705882352941
"279","0321b50d600a44bb79f942b81fe68d0d",22.3421052631579
"280","032238e4a1f8cee262b92e6ab27a934d",39
"281","0325b6c4a498eb95cd304904ee65910b",7.8
"282","0325c62fc856f90376eb54904e326966",42.2857142857143
"283","0326895658c3ccd90a10fa9b139384d9",10.8
"284","032de20b30e7ac412116bf19cee2ded7",36.7333333333333
"285","0330956c3a2af27d474df3022179ff29",19.75
"286","0335451d2a5199649555f39cf57e680e",87.6666666666667
"287","0336ed255b5a5832ed81c93e4cda1ba1",18
"288","033748db867bf98952e7bdeb6ac12b8c",23.6666666666667
"289","0338baff6d6c45852be15a35183633f2",26.3448275862069
"290","0339d7f4baebe57c9b3164eedbd9633b",34.8068181818182
"291","034050e766715c6b1d6485c8b492ebda",44.3333333333333
"292","03420902ab636e8398d3714cab3c3171",62
"293","0342f4c3a8f6cbed53ea37967f9583b9",34.7111111111111
"294","0343435edcdef18469c6204b71d8292d",9.71428571428571
"295","0344a21be6c05663c7d69ed1384d384b",23.596256684492
"296","0349fd9746d112abbccefa8e169afcd5",23.6442577030812
"297","034e82aa09200b4982f0260338167c72",22.2597402597403
"298","03586d952c0ff00250eb4aeff2f0336a",18.8571428571429
"299","0369ed25113dc257ea5bed8edc5bfd9d",22.9090909090909
"300","036f3f233973227e74be53ea95c57005",9.11111111111111
"301","036f9bd143b31b900a3edb67504036f3",14.5
"302","037b786b0a97809b0b7d01a1d1f8120c",40.8571428571429
"303","037d99987f9639c75baf5e4bc396bce9",20
"304","037ff2de788bd94aef5870b6592b9d0f",50
"305","03804233c16f58cf2d2c716833abd2e3",30.8717948717949
"306","0387378906b8f7a5dcc27ea376a07978",23.1538461538462
"307","03879af62840af049484a692954f4679",46.4
"308","038d60fb14879bfb6c909d0bfe8c8940",17
"309","0391cb4b2f82d5da2bb4acd528f7ce28",81
"310","0392aea4d4352718f939a4f93ff2c29b",18
"311","039717217204f0e20ffc0d395d432d00",20.8181818181818
"312","039732c2b66f1b60044b8150ee4e6bf0",24
"313","039789cfe63449aeb324fa31e7c63adc",22.6243243243243
"314","039cc2c12e0d748117609028aa3c7498",55.75
"315","039cc608afd86f3a4ec4db618160b187",195.5
"316","039e0e5428fa465f21f4bc100ee0b54c",56
"317","03a55478fafde8d367ca33e4207b4e63",24.0708661417323
"318","03a8147ca87fb72f9547af68090ce52a",44.3333333333333
"319","03a83f33a1d6847cd2e167e7935dac97",22.0867579908676
"320","03a9250e7423666b1e082fe4f487cd16",27
"321","03a95b9775de6530f9762a18dcf061d0",76
"322","03b17cd7c65d474068547d0686e313df",23.3333333333333
"323","03c4e0f8a9f69e82f9f83fa2b0c085e8",16.6
"324","03c5273acf49d5f662eaf4346fc47bb0",33
"325","03c5c44992f0e9889f42fdca83ae8cd3",45.2
"326","03c7aea83ee8cd4b43133522d476b68c",39.3125
"327","03d1346e6f804125f20bd69f8441b5cc",23.1904761904762
"328","03d973f67fb41f38c7668afb47b4f845",36.25
"329","03da50a2b0253ad5df36eee031d08d3a",35.4
"330","03da53ee5b98d478a75e4510d0d32e45",17
"331","03e40eb41933f3563a883e878b4d3035",23.6985507246377
"332","03e90144712e656346139501d91f79cb",9.45
"333","03e9b0d9e7ef3645fb9bb9cef0810842",211
"334","03ebaf27d7670ee76321ec6aa82a6724",22.1899441340782
"335","03eca0f82881c2a036e06c640e56f547",27
"336","03f3d084a9cda27c3659b433156ce0e8",20
"337","03f52444703a6af9801a4a8a672ea591",22.4054054054054
"338","03fdefd49147b542fcc189d68d06f220",62.0545454545455
"339","03fe81ce0eb4271fb4b9820cb40f369d",18
"340","03fedc066d2dd456cc5b1f36888aea49",35
"341","040326cfa264b512d23d6dc4920af828",114.879032258065
"342","040397eb13bfc52d987347a4d5bd2af2",189.5
"343","04047fa4df17a57618064f4ab96e2892",18
"344","040578eb4ea49da6e666b793842de8ec",36.9444444444444
"345","04094c631904aaa249f735dc72d33f1a",26.5454545454545
"346","0409e706e6ea0d7c27604fd0e37253e6",34.7241379310345
"347","040c357820ca8c3c369a7e700e194cd6",37
"348","041b8e901db3e78d3de55e963847cba4",18
"349","041c1050b674edad9b75bd2940da6aba",27.1578947368421
"350","041db358380872cc65fcf27689d0f964",34.5581395348837
"351","0422ee4e8ab84c4fb622fc71f00db909",70.5
"352","042309c7cf2afd2b537ff383f4f87cde",18
"353","0429b59a60b6d0873bf3e519a0364882",16
"354","0429ee85fe19627e1a4e4206969d3984",17.3076923076923
"355","042f78fa09e34d48e5a2400789fad565",19
"356","04320689b667bf476279283b7b8e72df",59.875
"357","043ce8814eb558645fb87bc11979ced5",19.3488372093023
"358","043d6df107e816377a066a1d5252ee12",34.5730337078652
"359","043fff19044a3be8d36011c6e6821c5f",23.5498652291105
"360","04405461a5fe3e6c92b9011e570b5e63",42.2857142857143
"361","04412a28e8346932e9512986c54ee505",70.7918781725888
"362","0441cd17a1235443caa3291fe52a7cec",26.5
"363","0441deb8fa5e0be6aab0ddf0167a9139",18
"364","04434cae6c5a5be9e077c57480b4a4d5",18
"365","04455799ebe956bc9204c5433a9c27f4",30
"366","04462fbb14add7858dc3da44f9f8fa27",23
"367","04476513f29d32fad29c0276dbb19925",34.7802197802198
"368","044a2c19b0e6068b9326d3d115d75581",24
"369","044b96ebfe65056ba19ff84a1946cfa7",14
"370","044ed004fcc7d94cc258d8c4dcedb7bf",23.8375350140056
"371","045611a05d48187c69fe952185bee5a9",41.7777777777778
"372","0457b4384fafbc5a687f203ac728d92c",101.25
"373","045d2a058f4a8bf1ead045e73ec7be52",63.5
"374","045d98a7e4f0ed5847ae030a06b16efa",23
"375","045f0c57b84014a292e4fd5e92c45684",34.7802197802198
"376","046057b7e177be2a6cd83663a950b607",22.25
"377","0465df53ceabb70ef5f7aac172e0a28a",19
"378","047136a4042941d5dd010deea3acc1d6",23.7597911227154
"379","0474303ad3962c3705e794cc3d3c7191",121.529411764706
"380","04778aaf2bf41d52ea41b56e1a5da7c6",34.4787234042553
"381","04788cfc42623c8035461eb8ac78a9a0",23.938829787234
"382","047ef8853c67514d40267bd86fa8eb61",31.7142857142857
"383","047fba1a0be9a33a0beb08ca39a97976",22.2205882352941
"384","048258f0b67307a3672cfba944cf91b1",57
"385","0483b57d09178d5b820dc05e92c15457",10.1
"386","048c64ceeb75580ba646ec9527e2de0a",65.2857142857143
"387","049747d857b7fb3ff65b69fe7cc6d12a",19
"388","04980465ef5ec2335b080a29ede5f19b",23
"389","0499f945065cd7bd4836f158dbe21862",22.3757575757576
"390","049b08f351de30537ff554eb7bc0b3e2",53.25
"391","049e7948a3d20955357cd67f3492329f",22.9777777777778
"392","04a1e3e5fed6f310e5cffd5019604ec3",19.3333333333333
"393","04a39ac0f36cd01f8216303e261b0808",34.4787234042553
"394","04a47212749ae920d5426a2650d9f8e4",17
"395","04a7e155f5bfdf24a303580dbe7c4327",38
"396","04a87b8bb19c3c3f3fc5d00b3643dc50",38.6666666666667
"397","04ac24417ca3a6a9110d60b7838db915",18
"398","04ad714c6fdc2c5d4a4980cc16daa166",104.666666666667
"399","04ade62ad33b3a7dfdfc88b14cfab8a4",17.2857142857143
"400","04b18f8c5b02263bf9afbce181fdbbcd",109.415254237288
"401","04b1e2d670f05d67b7377de23d739e6b",16
"402","04b25db999497fcc4b0ee13b9a3b54bd",22.1047619047619
"403","04b4d52f50182b4781c1846ccc3ec44d",113.555555555556
"404","04b4e4a6419e5419e66b472f0182faa3",44.3333333333333
"405","04b66e4baf717e4711459c435e78c3fe",41.6666666666667
"406","04ba789c85461a18b5b204bd369a393e",53.25
"407","04beeea4a01056eb14af91085a009930",21.75
"408","04c0fbd70ef508239b725bf5e02d229d",22.574931880109
"409","04c2c1813f6c2573b15129d465a9b301",66.2543859649123
"410","04c2d01b0e2ba0632763b8f584daf8b2",104.666666666667
"411","04c7988e6a640c1b0a74a4769ac6bff8",36.6923076923077
"412","04cb4382b55650d238da6cad625a26db",23.7784256559767
"413","04cd393abff9487aa5c2c8074edc799e",94.5
"414","04d0f27e4f312c27b08cb2b1cc615b56",34.6521739130435
"415","04d2498b1a23f1750c2538b75e1a5756",20.5
"416","04d38b7098aed1e39e77654e51308061",22.179347826087
"417","04d47559dd0eda0ed56ddb88a231af35",30
"418","04d4763d622605be9a0a2fbfc26dafd7",40.8571428571429
"419","04d4f080dd058d6e109861a403da9b20",17.5
"420","04da19814dacda875c66c6e1b2c40cde",34.4787234042553
"421","04db713b8cd0bc016b33f9a640b0c31c",30.7435897435897
"422","04dddb211b8a54232eb5d1feeccc43b5",52
"423","04e163b941685fd3b680d36bedbae8a0",38.6666666666667
"424","04e2efe6d0936e92597f5340ba40e900",23.8792650918635
"425","04e547978800e927c40dc7ea62e7c2d1",18
"426","04e5616a30431d1e422ffecfe92fdcc7",60.8035714285714
"427","04eeb2c6f972d220a64835a2627517da",34.5172413793103
"428","04f28433b8500f107425f78e10853d9c",23.6986301369863
"429","04f37f5818cde498e61b85d2639264e1",22.4098360655738
"430","04f7b729cd45097efd12c295fc7139a4",10.3333333333333
"431","04fac194df7c45185a2242f46c447a84",22.2167487684729
"432","04fccf53d19e0db1084abd17baa5b103",26.5454545454545
"433","04ffdb072ccb8826d59da750b462497a",29
"434","050583c4990533c9aa5bf7d60107b2d8",22.0943396226415
"435","050a1000c16a1e0c924c410ec1ceb640",23
"436","050b1a2ea3a3f77d41e25183eaff0930",60.25
"437","050b33e479ca125ed4e8070919640f43",22.0594059405941
"438","050b7830c5822f897cc08dce4d28da1d",117.818181818182
"439","050ccc9a297a459818a1224bdeed4d6a",84.1111111111111
"440","050d75494e23ba8f5bc615df4a8a63f9",21.6666666666667
"441","050ee1c20793b80181531696a79a7c7a",91.7619047619048
"442","050efe6bf0d613ea4e2cb94c69ae9ecc",22
"443","0515693a6d1969ea5087d1e41717d511",55.75
"444","05184accf8f75e9f22613876fc65407f",22.0913978494624
"445","051a1c65fa0789bd1e11da3e2d9961fd",43
"446","051c854ae1dad13d16d0b81db0f2fe48",57
"447","0527e1e2aca7e3a3a425340ecb427d10",31.7142857142857
"448","052ad6cbd88bdfa7d6ed6561791a600b",23.8957746478873
"449","0531eeccca89dc6dc474a52a284fb6a7",34.4787234042553
"450","0537b1a5fdce9207d955171fb05d607e",16
"451","0539a9166c0a91676119e00ed414d873",35.0588235294118
"452","053b1d0931d9ce46c7d1950e107ad621",19
"453","0540319b35bff653ee1e771894cfac1a",22.064039408867
"454","05599b3d3ba6e27a626ca33403ee8c25",17.1666666666667
"455","055bbcf22b07409fe1b729e8e64dabba",133
"456","05612a49ec9c38ad6e6e17ab7e13a127",41.8181818181818
"457","0562dd5266be2604e6f6715fb447a2d5",77
"458","05678dbfc5ddf9cb8aa325ad8681a2ec",80
"459","05691571de08e2e571e48498c869ca49",77
"460","0569dc894b625f6dc94223db86afd9e9",37.6666666666667
"461","056b8a1469c8644fb85992472d524a0d",60.25
"462","056ba992f0729223b7f2084cc5bf2ecc",22.0643564356436
"463","056d934e09958ba44a3c6dbf9a77d97a",26.5454545454545
"464","056ed89466c00eb2b1cf8b4ad795a827",25.1818181818182
"465","0570f7c0ff1d46e42ecde933ec160d59",18
"466","05722b2058b45a138183f9c93e021875",24.3157894736842
"467","057603da7b8e331d07a6f2fc96834f68",23
"468","0576726991af644241c1662aac21d8ab",44
