126 GCA_013109715.1_ASM1310971v1
75 GCA_950067235.1_SRR3965873_bin.9_MetaWRAP_v1.3_MAG
126 GCA_013107175.1_ASM1310717v1
126 GCA_013110325.1_ASM1311032v1
126 GCA_013109345.1_ASM1310934v1
126 GCA_013108795.1_ASM1310879v1
126 GCA_013109895.1_ASM1310989v1
126 GCA_013110405.1_ASM1311040v1
126 GCA_013106955.1_ASM1310695v1
34 GCA_028102025.1_ASM2810202v1
126 GCA_013106895.1_ASM1310689v1
126 GCA_013108525.1_ASM1310852v1
126 GCA_013107795.1_ASM1310779v1
126 GCA_013109955.1_ASM1310995v1
38 GCA_001180165.1_CLC_assembled_contigs
126 GCA_013107265.1_ASM1310726v1
126 GCA_013110035.1_ASM1311003v1
126 GCA_013109055.1_ASM1310905v1
126 GCA_013107635.1_ASM1310763v1
56 GCA_022448565.1_ASM2244856v1
83 GCA_950067295.1_SRR3967690_bin.17_MetaWRAP_v1.3_MAG
126 GCA_013107115.1_ASM1310711v1
42 GCA_003973145.1_ASM397314v1
55 GCA_003973155.1_ASM397315v1
58 GCA_003973175.1_ASM397317v1
126 GCA_013109775.1_ASM1310977v1
126 GCA_013108265.1_ASM1310826v1
126 GCA_013179205.1_ASM1317920v1
126 GCA_013108635.1_ASM1310863v1
126 GCA_013107485.1_ASM1310748v1
126 GCA_013179175.1_ASM1317917v1
52 GCA_016764275.1_ASM1676427v1
126 GCA_013108115.1_ASM1310811v1
126 GCA_013109195.1_ASM1310919v1
126 GCA_013107595.1_ASM1310759v1
126 GCA_013109825.1_ASM1310982v1
71 GCA_002082295.1_ASM208229v1
50 GCA_008373095.1_ASM837309v1
52 GCA_027250615.1_ASM2725061v1
26 GCA_017880545.1_ASM1788054v1
126 GCA_013110395.1_ASM1311039v1
126 GCA_013108375.1_ASM1310837v1
30 GCA_028102225.1_ASM2810222v1
126 GCA_013109085.1_ASM1310908v1
126 GCA_013108455.1_ASM1310845v1
126 GCA_013108005.1_ASM1310800v1
53 GCA_950073165.1_SRR3963457_bin.2_MetaWRAP_v1.3_MAG
126 GCA_013106825.1_ASM1310682v1
126 GCA_013109145.1_ASM1310914v1
126 GCA_013108595.1_ASM1310859v1
21 GCA_905478125.1_0.2_20180319_Bin_80
126 GCA_013107375.1_ASM1310737v1
126 GCA_013110125.1_ASM1311012v1
126 GCA_013109515.1_ASM1310951v1
37 GCA_017880485.1_ASM1788048v1
126 GCA_013109235.1_ASM1310923v1
36 GCA_002320875.1_ASM232087v1
126 GCA_013108225.1_ASM1310822v1
126 GCA_013107095.1_ASM1310709v1
43 GCA_002082535.1_ASM208253v1
126 GCA_013106735.1_ASM1310673v1
126 GCA_013109585.1_ASM1310958v1
126 GCA_013107835.1_ASM1310783v1
126 GCA_013108505.1_ASM1310850v1
81 GCA_012964725.1_ASM1296472v1
126 GCA_013108095.1_ASM1310809v1
146 GCA_029941605.1_ASM2994160v1
126 GCA_013109015.1_ASM1310901v1
126 GCA_013106975.1_ASM1310697v1
126 GCA_013107675.1_ASM1310767v1
126 GCA_013179385.1_ASM1317938v1
126 GCA_013108835.1_ASM1310883v1
126 GCA_013110305.1_ASM1311030v1
65 GCA_012963765.1_ASM1296376v1
126 GCA_013109735.1_ASM1310973v1
64 GCA_012964455.1_ASM1296445v1
126 GCA_013106865.1_ASM1310686v1
126 GCA_013107335.1_ASM1310733v1
86 GCA_950067425.1_SRR3965874_bin.1_MetaWRAP_v1.3_MAG
126 GCA_013107415.1_ASM1310741v1
51 GCA_027250815.1_ASM2725081v1
126 GCA_013179295.1_ASM1317929v1
126 GCA_013107045.1_ASM1310704v1
33 GCA_028102875.1_ASM2810287v1
126 GCA_013108925.1_ASM1310892v1
126 GCA_013109865.1_ASM1310986v1
126 GCA_013108765.1_ASM1310876v1
126 GCA_013179355.1_ASM1317935v1
126 GCA_013107185.1_ASM1310718v1
33 GCA_001179885.1_CLC_assembled_contigs
126 GCA_013107925.1_ASM1310792v1
40 GCA_001180205.1_CLC_assembled_contigs
126 GCA_013107515.1_ASM1310751v1
126 GCA_013109375.1_ASM1310937v1
126 GCA_013110315.1_ASM1311031v1
126 GCA_013108825.1_ASM1310882v1
54 GCA_000012345.1_ASM1234v1
47 GCA_950070845.1_SRR3960577_bin.23_MetaWRAP_v1.3_MAG
126 GCA_013106965.1_ASM1310696v1
126 GCA_013110435.1_ASM1311043v1
126 GCA_013110065.1_ASM1311006v1
73 GCA_002082305.1_ASM208230v1
126 GCA_013107235.1_ASM1310723v1
128 GCA_013108145.1_ASM1310814v1
51 GCA_950070125.1_SRR3968062_bin.15_MetaWRAP_v1.3_MAG
126 GCA_013109965.1_ASM1310996v1
27 GCA_028221145.1_ASM2822114v1
126 GCA_013179255.1_ASM1317925v1
126 GCA_013108055.1_ASM1310805v1
45 GCA_028102105.1_ASM2810210v1
126 GCA_013107935.1_ASM1310793v1
126 GCA_013109485.1_ASM1310948v1
126 GCA_013179035.1_ASM1317903v1
45 GCA_003973055.1_ASM397305v1
126 GCA_013108405.1_ASM1310840v1
34 GCA_950096815.1_SRR3960580_bin.5_MetaWRAP_v1.3_MAG
59 GCA_003973095.1_ASM397309v1
126 GCA_013108325.1_ASM1310832v1
34 GCA_028102275.1_ASM2810227v1
39 GCA_001180025.1_CLC_assembled_contigs
34 GCA_017880085.1_ASM1788008v1
126 GCA_013109635.1_ASM1310963v1
126 GCA_013110205.1_ASM1311020v1
126 GCA_013179285.1_ASM1317928v1
126 GCA_013108935.1_ASM1310893v1
126 GCA_013109265.1_ASM1310926v1
126 GCA_013110175.1_ASM1311017v1
126 GCA_013108195.1_ASM1310819v1
126 GCA_013109545.1_ASM1310954v1
126 GCA_013107775.1_ASM1310777v1
48 GCA_001179985.1_CLC_assembled_contigs
126 GCA_013109115.1_ASM1310911v1
57 GCA_001179845.1_CLC_assembled_contigs
126 GCA_013108555.1_ASM1310855v1
52 GCA_000472585.1_ASM47258v1
48 GCA_001180065.1_CLC_assembled_contigs
126 GCA_013108625.1_ASM1310862v1
126 GCA_013107495.1_ASM1310749v1
126 GCA_013108275.1_ASM1310827v1
126 GCA_013110295.1_ASM1311029v1
126 GCA_013107555.1_ASM1310755v1
25 GCA_017880585.1_ASM1788058v1
126 GCA_013109335.1_ASM1310933v1
75 GCA_950059225.1_SRR3963458_bin.13_MetaWRAP_v1.3_MAG
126 GCA_013108495.1_ASM1310849v1
126 GCA_013106925.1_ASM1310692v1
73 GCA_950074215.1_SRR3962293_bin.18_MetaWRAP_v1.3_MAG
126 GCA_013110475.1_ASM1311047v1
126 GCA_013109415.1_ASM1310941v1
126 GCA_013109675.1_ASM1310967v1
126 GCA_013110245.1_ASM1311024v1
126 GCA_013107015.1_ASM1310701v1
126 GCA_013107445.1_ASM1310744v1
126 GCA_013107735.1_ASM1310773v1
126 GCA_013108015.1_ASM1310801v1
40 GCA_028102145.1_ASM2810214v1
126 GCA_013179075.1_ASM1317907v1
126 GCA_013108445.1_ASM1310844v1
126 GCA_013179425.1_ASM1317942v1
52 GCA_027250255.1_ASM2725025v1
79 GCA_950061905.1_SRR3960578_bin.22_MetaWRAP_v1.3_MAG
126 GCA_013108735.1_ASM1310873v1
